train_loss,val_loss,accuracy
,2.3039668893814085,0.1121
2.3010706901550293,,
2.232952356338501,,
2.30026912689209,,
2.231207847595215,,
2.1471118927001953,,
2.089329719543457,,
2.0519094467163086,,
1.8880959749221802,,
1.826279878616333,,
1.6426997184753418,,
1.659773349761963,,
1.3735377788543701,,
1.3151605129241943,,
1.204778790473938,,
1.1081374883651733,,
1.0702416896820068,,
1.1201460361480713,,
0.9596666693687439,,
0.905832052230835,,
0.925696849822998,,
0.753957211971283,,
0.6984530687332153,,
0.8679043054580688,,
0.7989649772644043,,
0.7021329402923584,,
0.5643541812896729,,
0.8865582346916199,,
0.605424165725708,,
0.6216756701469421,,
0.5217310190200806,,
0.7776482105255127,,
0.6432660818099976,,
0.48097479343414307,,
0.589948832988739,,
0.6038772463798523,,
0.4236795902252197,,
0.598950982093811,,
0.5144405961036682,,
0.5144416689872742,,
0.4608793258666992,,
0.3545472323894501,,
0.3939192593097687,,
0.43246254324913025,,
0.4931108057498932,,
0.3994463384151459,,
0.4436148703098297,,
0.42546546459198,,
0.5477504730224609,,
0.3918701410293579,,
0.40995165705680847,,
0.4929162561893463,,
0.44479531049728394,,
0.4231507480144501,,
0.45674124360084534,,
0.28276437520980835,,
0.447470486164093,,
0.5332180261611938,,
0.3186757266521454,,
0.5563710927963257,,
0.3140733540058136,,
0.5907295942306519,,
0.4109419584274292,,
0.33293312788009644,,
0.37200379371643066,,
0.44024458527565,,
0.46739527583122253,,
0.3900623619556427,,
0.16414092481136322,,
0.4366176128387451,,
0.47344276309013367,,
0.26374003291130066,,
0.5265249609947205,,
0.33093300461769104,,
0.28814971446990967,,
0.36059367656707764,,
0.4516308605670929,,
0.40838488936424255,,
0.26772913336753845,,
0.3631148636341095,,
0.3842720091342926,,
0.42574524879455566,,
0.39063602685928345,,
0.2784304916858673,,
0.2569459080696106,,
0.3721599280834198,,
0.4584699273109436,,
0.3610490560531616,,
0.4342525005340576,,
0.37424078583717346,,
0.2562733590602875,,
0.12657971680164337,,
0.30164170265197754,,
0.28855302929878235,,
0.2938326895236969,,
0.27552106976509094,,
0.41120585799217224,,
0.36676880717277527,,
0.23551279306411743,,
0.32307884097099304,,
0.43187934160232544,,
0.32239189743995667,,
